-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2025 in LST
Location: latitude  31.1   longitude 77.17 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 897.65 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,T2M,RH2M,WS2M
2019,11,3,0.31,17.77,59.37,1.13
2019,11,4,0.0,17.83,62.43,1.64
2019,11,5,0.0,17.31,55.23,2.05
2019,11,6,0.02,17.5,49.52,1.25
2019,11,7,10.77,16.04,59.33,2.07
2019,11,8,1.73,16.4,70.75,1.22
2019,11,9,0.0,17.32,55.06,1.39
2019,11,10,0.0,16.89,50.87,1.46
2019,11,11,0.0,16.5,49.73,0.97
2019,11,12,0.0,16.44,47.94,1.16
2019,11,13,0.0,16.54,45.86,1.15
2019,11,14,0.08,18.06,39.85,0.85
2019,11,15,0.03,17.47,50.02,1.25
2019,11,16,0.1,17.34,54.16,2.15
2019,11,17,0.0,16.93,54.59,1.92
2019,11,18,0.0,15.57,53.27,1.4
2019,11,19,0.0,15.85,51.93,1.37
2019,11,20,0.0,15.73,50.24,1.13
2019,11,21,0.0,15.16,53.68,1.11
2019,11,22,0.42,16.55,55.93,1.15
2019,11,23,1.04,16.06,68.52,1.48
2019,11,24,0.0,15.73,58.56,1.23
2019,11,25,0.0,14.96,50.53,1.62
2019,11,26,9.41,13.15,62.51,2.66
2019,11,27,7.7,12.13,80.94,2.59
2019,11,28,4.95,13.18,85.26,1.62
2019,11,29,0.66,13.71,74.45,1.6
2019,11,30,0.0,13.01,54.85,1.38
2019,12,1,0.0,13.24,51.34,1.31
2019,12,2,0.0,12.37,49.96,1.32
2019,12,3,0.0,12.34,41.86,1.66
2019,12,4,0.0,13.42,36.77,1.14
2019,12,5,0.0,13.56,40.73,1.37
2019,12,6,0.0,14.21,39.85,1.29
2019,12,7,0.0,14.22,43.3,1.42
2019,12,8,0.0,13.07,43.12,1.42
2019,12,9,0.0,12.13,45.32,1.22
2019,12,10,0.0,12.51,45.74,1.23
2019,12,11,0.06,12.32,51.14,1.19
2019,12,12,12.49,10.11,79.05,1.74
2019,12,13,20.6,9.03,89.07,2.12
2019,12,14,0.17,9.18,75.26,1.26
2019,12,15,0.07,9.53,65.02,1.38
2019,12,16,0.0,8.95,55.02,1.48
2019,12,17,0.0,8.38,44.63,1.61
2019,12,18,0.0,9.14,41.82,1.26
2019,12,19,0.0,9.74,53.21,1.36
2019,12,20,0.25,11.62,60.95,1.44
2019,12,21,0.06,10.01,69.15,1.39
2019,12,22,0.0,9.88,51.38,1.48
2019,12,23,0.0,10.34,38.93,1.15
2019,12,24,0.0,8.7,46.28,1.46
2019,12,25,0.0,8.07,41.68,1.53
2019,12,26,0.0,6.71,46.47,1.85
2019,12,27,0.0,6.34,39.46,1.45
2019,12,28,0.0,7.26,43.12,1.14
2019,12,29,0.0,8.53,43.15,1.15
2019,12,30,0.0,8.99,43.38,1.49
2019,12,31,0.0,7.89,48.46,1.77
2020,1,1,0.0,9.32,45.82,1.66
2020,1,2,0.03,9.74,57.09,1.22
2020,1,3,0.68,10.12,64.78,1.44
2020,1,4,3.56,8.72,64.47,1.39
2020,1,5,0.05,8.09,60.28,1.68
2020,1,6,7.25,8.39,74.03,1.54
2020,1,7,23.88,6.88,87.73,1.58
2020,1,8,20.14,5.75,91.61,1.12
2020,1,9,0.0,4.44,64.18,1.54
2020,1,10,0.0,5.91,47.58,1.8
2020,1,11,0.04,9.19,43.53,1.29
2020,1,12,0.43,12.22,63.7,1.29
2020,1,13,17.79,10.37,70.81,2.73
2020,1,14,0.04,7.82,81.91,1.31
2020,1,15,0.0,8.64,81.17,1.68
2020,1,16,1.93,9.14,76.29,1.35
2020,1,17,2.57,8.54,72.67,0.91
2020,1,18,0.79,8.3,70.41,1.2
2020,1,19,0.0,7.14,57.47,1.5
2020,1,20,0.04,8.72,52.32,1.14
2020,1,21,0.42,7.94,69.04,1.81
2020,1,22,0.0,8.97,65.85,1.49
2020,1,23,0.0,7.35,57.98,2.08
2020,1,24,0.0,8.74,48.96,2.0
2020,1,25,0.0,9.94,46.67,1.15
2020,1,26,0.01,10.08,64.08,1.68
2020,1,27,0.79,10.14,59.86,1.49
2020,1,28,14.4,8.38,82.01,2.58
2020,1,29,6.84,8.53,77.45,1.5
2020,1,30,0.0,7.03,70.25,1.65
2020,1,31,0.0,7.73,58.05,1.34
2020,2,1,0.53,7.15,66.85,1.32
2020,2,2,0.0,7.66,59.14,1.89
2020,2,3,0.0,9.14,47.51,1.26
2020,2,4,0.0,8.13,56.07,1.85
2020,2,5,0.0,8.29,62.61,1.45
2020,2,6,0.0,8.09,62.03,1.26
2020,2,7,0.0,7.72,62.65,0.99
2020,2,8,0.0,8.27,58.98,1.89
2020,2,9,0.0,9.92,47.97,1.55
2020,2,10,0.0,10.22,53.04,1.56
2020,2,11,0.0,11.43,50.82,1.45
2020,2,12,0.0,13.71,55.49,2.33
2020,2,13,0.0,16.43,60.85,2.36
2020,2,14,0.0,13.74,66.53,2.36
2020,2,15,0.0,13.39,47.95,2.22
2020,2,16,0.0,13.61,41.57,1.86
2020,2,17,0.0,13.03,41.3,2.12
2020,2,18,0.0,13.74,41.62,1.9
2020,2,19,0.0,14.91,40.13,2.64
2020,2,20,8.32,15.18,49.76,2.65
2020,2,21,4.79,11.1,74.68,2.03
2020,2,22,0.03,12.69,69.3,1.49
2020,2,23,4.2,13.9,64.25,1.32
2020,2,24,0.94,14.09,61.52,1.4
2020,2,25,0.64,13.99,62.42,1.38
2020,2,26,0.06,14.23,63.63,1.91
2020,2,27,0.0,14.22,63.19,1.02
2020,2,28,0.76,15.16,61.04,1.86
2020,2,29,7.52,15.17,65.55,2.27
2020,3,1,0.2,14.99,62.75,1.3
2020,3,2,0.0,14.78,58.84,1.58
2020,3,3,0.0,15.1,57.61,1.47
2020,3,4,1.47,15.42,54.99,1.6
2020,3,5,2.38,13.57,66.85,2.44
2020,3,6,19.31,12.73,71.16,3.8
2020,3,7,9.26,10.6,77.57,2.87
2020,3,8,0.21,12.93,69.89,1.61
2020,3,9,0.0,13.73,56.63,2.1
2020,3,10,0.0,14.5,52.02,1.73
2020,3,11,14.12,13.97,67.34,3.16
2020,3,12,15.48,14.69,84.09,3.42
2020,3,13,17.65,12.95,79.63,2.18
2020,3,14,9.11,12.4,63.28,1.51
2020,3,15,1.0,12.87,66.92,1.42
2020,3,16,0.0,14.18,68.3,1.74
2020,3,17,0.0,15.37,72.31,2.03
2020,3,18,0.21,15.86,69.3,1.99
2020,3,19,0.07,16.29,63.91,1.29
2020,3,20,0.0,17.93,53.12,1.15
2020,3,21,4.71,17.01,63.0,1.47
2020,3,22,0.65,17.4,60.96,1.51
2020,3,23,0.0,17.73,58.22,1.49
2020,3,24,6.5,19.41,59.84,1.17
2020,3,25,0.01,18.85,60.35,1.63
2020,3,26,0.08,16.77,66.21,1.95
2020,3,27,14.39,15.29,78.32,2.0
2020,3,28,1.42,16.17,71.66,1.65
2020,3,29,0.0,16.68,62.31,2.43
2020,3,30,0.0,16.24,58.25,1.75
2020,3,31,3.56,17.19,64.96,2.44
2020,4,1,0.45,18.64,61.03,1.86
2020,4,2,0.06,16.95,62.09,2.18
2020,4,3,0.0,16.68,55.42,2.1
2020,4,4,0.0,18.3,56.05,2.15
2020,4,5,0.04,18.4,51.62,1.6
2020,4,6,0.18,19.75,48.94,2.06
2020,4,7,1.03,18.81,55.02,2.34
2020,4,8,0.54,19.25,54.01,1.56
2020,4,9,0.0,20.12,50.65,1.87
2020,4,10,0.0,22.0,48.53,2.08
2020,4,11,0.0,22.52,47.11,2.04
2020,4,12,0.0,23.04,53.77,2.52
2020,4,13,0.0,24.56,52.98,2.07
2020,4,14,0.0,26.11,46.82,1.47
2020,4,15,0.33,25.84,41.71,2.0
2020,4,16,0.03,24.88,39.73,1.83
2020,4,17,13.94,20.68,53.86,1.8
2020,4,18,8.51,22.07,54.73,1.95
2020,4,19,4.69,21.86,56.29,1.75
2020,4,20,5.7,19.59,61.04,1.34
2020,4,21,1.46,20.08,59.3,1.75
2020,4,22,0.04,22.0,50.27,1.64
2020,4,23,0.0,23.34,50.93,2.31
2020,4,24,0.0,24.27,45.71,1.66
2020,4,25,7.62,23.39,53.93,1.55
2020,4,26,7.77,20.71,66.8,2.36
2020,4,27,17.45,19.75,67.28,3.19
2020,4,28,0.11,21.83,58.03,1.5
2020,4,29,0.0,23.29,57.55,1.54
2020,4,30,1.41,24.55,58.32,1.6
2020,5,1,0.0,25.47,56.02,1.86
2020,5,2,1.27,26.49,51.84,1.35
2020,5,3,8.3,25.96,51.21,1.57
2020,5,4,1.14,24.02,54.98,1.34
2020,5,5,0.05,24.15,53.3,1.38
2020,5,6,1.65,24.61,45.72,1.49
2020,5,7,2.57,23.05,48.94,2.29
2020,5,8,0.0,25.26,43.13,2.21
2020,5,9,0.27,26.82,43.14,1.8
2020,5,10,6.7,25.82,50.44,1.47
2020,5,11,3.92,24.68,52.14,1.91
2020,5,12,2.6,24.85,53.05,1.78
2020,5,13,1.19,25.1,52.28,1.41
2020,5,14,2.2,25.12,54.43,1.56
2020,5,15,0.0,26.34,42.24,2.26
2020,5,16,0.0,25.81,42.36,2.44
2020,5,17,0.0,25.89,38.95,1.86
2020,5,18,0.0,26.46,34.32,2.38
2020,5,19,0.0,25.5,32.6,2.35
2020,5,20,0.0,26.11,31.75,2.16
2020,5,21,0.0,27.96,30.91,2.93
2020,5,22,0.0,29.98,29.68,2.1
2020,5,23,1.05,30.97,31.93,2.15
2020,5,24,0.45,30.2,33.77,2.69
2020,5,25,0.04,30.41,32.33,2.76
2020,5,26,0.05,31.29,30.88,2.26
2020,5,27,3.79,31.72,31.78,2.23
2020,5,28,8.97,28.39,43.16,3.45
2020,5,29,3.32,27.57,46.28,2.28
2020,5,30,24.74,23.4,65.41,1.85
2020,5,31,18.47,23.1,70.33,2.02
2020,6,1,7.63,23.96,60.77,1.49
2020,6,2,2.59,25.03,52.18,1.67
2020,6,3,13.58,25.2,55.61,1.29
2020,6,4,5.9,25.98,53.99,1.77
2020,6,5,16.53,23.91,67.72,1.09
2020,6,6,16.65,23.49,66.35,1.29
2020,6,7,2.73,24.97,61.69,1.38
2020,6,8,1.58,26.31,58.49,1.52
2020,6,9,0.35,27.59,55.73,1.85
2020,6,10,0.99,28.58,51.55,2.06
2020,6,11,0.39,29.23,47.25,1.5
2020,6,12,0.0,29.76,45.34,1.74
2020,6,13,1.4,30.22,42.77,1.38
2020,6,14,0.67,29.58,44.93,1.77
2020,6,15,0.33,29.92,39.66,1.85
2020,6,16,0.13,29.98,34.29,1.69
2020,6,17,2.68,29.56,41.08,1.74
2020,6,18,0.19,30.41,43.23,1.93
2020,6,19,2.17,30.82,41.98,1.47
2020,6,20,9.07,30.11,45.73,1.72
2020,6,21,4.95,28.99,49.36,1.45
2020,6,22,8.6,27.74,58.68,1.36
2020,6,23,4.3,28.6,60.91,1.56
2020,6,24,7.65,27.76,71.02,2.07
2020,6,25,1.31,27.44,67.86,1.53
2020,6,26,0.44,28.34,57.39,1.99
2020,6,27,0.29,30.06,53.39,2.1
2020,6,28,0.8,31.56,49.03,1.86
2020,6,29,3.64,29.64,50.24,2.15
2020,6,30,0.0,29.91,46.65,1.55
2020,7,1,1.21,29.3,58.91,1.42
2020,7,2,3.64,30.24,56.13,2.05
2020,7,3,8.52,31.3,48.8,1.6
2020,7,4,31.84,29.39,60.32,1.29
2020,7,5,15.53,27.61,62.6,1.55
2020,7,6,0.57,28.01,57.55,1.3
2020,7,7,14.49,26.49,74.45,1.16
2020,7,8,26.42,25.83,81.54,1.48
2020,7,9,4.13,27.44,77.0,1.49
2020,7,10,2.42,28.61,69.8,2.43
2020,7,11,24.48,28.11,68.19,2.19
2020,7,12,22.71,26.09,79.51,1.57
2020,7,13,0.0,26.72,73.44,1.93
2020,7,14,9.64,27.44,73.26,1.69
2020,7,15,0.58,27.41,70.95,1.05
2020,7,16,1.84,26.98,75.33,1.56
2020,7,17,0.89,27.26,78.05,1.48
2020,7,18,7.91,27.94,77.03,1.34
2020,7,19,2.08,27.14,79.85,2.07
2020,7,20,5.97,27.64,70.65,1.91
2020,7,21,15.48,25.48,80.25,1.58
2020,7,22,1.62,25.14,75.18,1.75
2020,7,23,0.63,25.88,70.69,1.57
2020,7,24,0.55,26.05,74.84,1.1
2020,7,25,4.08,26.17,78.69,1.31
2020,7,26,7.36,26.37,80.47,1.17
2020,7,27,2.62,27.14,75.64,2.18
2020,7,28,8.09,27.45,73.03,2.1
2020,7,29,12.75,27.95,70.71,1.44
2020,7,30,40.73,25.48,85.48,1.43
2020,7,31,13.16,25.42,87.96,1.72
2020,8,1,12.45,25.98,84.86,1.67
2020,8,2,1.7,26.02,84.24,2.33
2020,8,3,0.87,26.94,80.57,2.34
2020,8,4,6.13,27.58,73.5,2.16
2020,8,5,4.98,27.48,71.5,1.37
2020,8,6,3.85,26.98,77.22,1.16
2020,8,7,2.69,26.92,80.5,1.51
2020,8,8,1.36,27.23,81.17,1.65
2020,8,9,10.02,26.68,85.16,1.76
2020,8,10,13.39,26.48,87.05,1.65
2020,8,11,24.71,26.26,87.88,1.94
2020,8,12,25.65,26.13,90.1,2.93
2020,8,13,23.89,26.25,89.04,1.98
2020,8,14,8.78,25.64,85.38,1.44
2020,8,15,14.0,26.04,85.35,1.26
2020,8,16,8.43,25.62,88.98,1.31
2020,8,17,1.0,25.51,90.21,1.16
2020,8,18,8.97,26.33,88.51,1.64
2020,8,19,5.96,26.37,89.55,1.72
2020,8,20,20.01,23.84,93.39,1.5
2020,8,21,24.7,24.55,82.46,1.33
2020,8,22,17.07,25.38,83.29,1.52
2020,8,23,2.59,24.73,86.0,1.27
2020,8,24,2.2,25.41,86.02,1.35
2020,8,25,4.47,24.79,90.66,1.34
2020,8,26,14.3,25.23,88.19,1.14
2020,8,27,14.72,25.38,86.67,1.3
2020,8,28,11.17,24.57,88.41,1.52
2020,8,29,1.03,24.79,85.6,1.22
2020,8,30,7.92,24.6,87.17,1.39
2020,8,31,0.41,24.58,86.4,2.21
2020,9,1,0.03,24.88,87.34,1.5
2020,9,2,0.17,25.0,88.39,1.49
2020,9,3,7.23,24.7,86.84,1.15
2020,9,4,0.47,25.28,83.07,0.95
2020,9,5,1.48,24.57,86.79,1.2
2020,9,6,5.28,24.64,86.44,1.29
2020,9,7,0.25,24.6,85.03,1.62
2020,9,8,0.53,24.51,86.18,1.53
2020,9,9,0.0,24.26,85.32,1.77
2020,9,10,0.0,24.04,80.78,1.69
2020,9,11,0.0,24.67,68.97,1.5
2020,9,12,1.77,24.53,73.44,1.36
2020,9,13,0.39,25.29,77.12,1.3
2020,9,14,1.67,25.16,79.14,1.35
2020,9,15,0.0,24.96,80.05,1.8
2020,9,16,0.0,25.59,78.49,1.92
2020,9,17,0.05,25.56,77.64,1.98
2020,9,18,0.01,25.24,74.39,1.88
2020,9,19,0.0,25.28,67.92,1.56
2020,9,20,0.0,24.86,69.62,1.5
2020,9,21,0.02,25.15,66.81,1.28
2020,9,22,0.6,25.61,68.9,1.02
2020,9,23,3.18,25.52,71.71,1.34
2020,9,24,0.07,24.74,73.49,1.96
2020,9,25,0.01,24.39,71.98,2.03
2020,9,26,0.22,23.78,58.29,1.4
2020,9,27,0.0,23.23,54.1,1.65
2020,9,28,0.0,22.99,55.46,1.7
2020,9,29,0.0,22.74,52.74,1.96
2020,9,30,0.0,22.49,54.51,2.02
2020,10,1,0.0,22.91,50.37,1.81
2020,10,2,0.0,23.87,47.09,1.42
2020,10,3,0.0,23.65,49.59,1.54
2020,10,4,0.0,23.56,49.43,1.37
2020,10,5,0.0,23.45,46.05,1.9
2020,10,6,0.0,23.29,41.71,1.7
2020,10,7,0.0,22.83,39.8,1.54
2020,10,8,0.0,22.61,38.71,1.5
2020,10,9,0.0,23.27,42.49,1.36
2020,10,10,0.0,23.36,45.8,1.52
2020,10,11,0.0,23.5,43.84,1.42
2020,10,12,0.0,23.97,43.37,1.21
2020,10,13,0.0,24.27,46.57,1.3
2020,10,14,0.0,23.85,46.38,1.21
2020,10,15,0.0,23.24,45.35,1.27
2020,10,16,0.0,22.93,43.23,1.4
2020,10,17,0.0,22.42,42.93,1.43
2020,10,18,0.0,22.02,41.89,1.8
2020,10,19,0.0,21.51,39.33,1.64
2020,10,20,0.0,20.53,36.03,1.73
2020,10,21,0.0,20.69,35.29,1.66
2020,10,22,0.0,20.7,39.39,1.57
2020,10,23,0.0,20.74,39.83,1.41
2020,10,24,0.0,20.71,40.0,1.48
2020,10,25,0.0,19.9,39.42,1.73
2020,10,26,0.02,18.72,39.19,2.01
2020,10,27,0.0,18.66,38.36,1.72
2020,10,28,0.0,19.51,34.89,1.46
2020,10,29,0.0,19.54,35.75,1.5
2020,10,30,0.0,19.43,37.64,1.56
2020,10,31,0.0,19.77,39.78,1.51
2020,11,1,0.06,19.76,42.02,1.29
2020,11,2,0.68,19.17,43.59,1.37
2020,11,3,0.0,19.01,46.24,1.35
2020,11,4,0.0,18.03,45.65,1.89
2020,11,5,0.0,17.92,39.06,1.88
2020,11,6,0.0,17.36,36.16,1.94
2020,11,7,0.0,17.68,35.42,1.79
2020,11,8,0.0,17.32,37.6,1.5
2020,11,9,0.0,17.88,36.85,1.38
2020,11,10,0.0,18.75,34.56,1.59
2020,11,11,0.0,18.18,36.29,1.36
2020,11,12,0.0,17.38,33.64,1.33
2020,11,13,0.0,17.94,33.95,1.43
2020,11,14,0.0,16.75,39.85,1.29
2020,11,15,6.71,17.14,48.28,1.86
2020,11,16,9.56,13.12,69.11,1.89
2020,11,17,0.0,14.04,48.68,1.42
2020,11,18,0.0,14.34,44.1,1.5
2020,11,19,0.0,12.97,45.14,1.5
2020,11,20,0.0,12.65,45.07,2.05
2020,11,21,0.0,11.67,38.02,2.16
2020,11,22,0.0,12.86,29.87,1.53
2020,11,23,0.93,13.31,46.47,1.81
2020,11,24,0.36,13.75,47.72,1.26
2020,11,25,3.82,12.76,53.09,2.03
2020,11,26,7.73,11.78,67.31,1.44
2020,11,27,0.0,13.54,42.49,1.71
2020,11,28,0.0,14.49,30.11,1.59
2020,11,29,0.0,15.92,33.7,1.24
2020,11,30,0.0,15.16,40.81,1.57
2020,12,1,0.0,15.5,41.6,1.51
2020,12,2,0.0,15.39,43.59,1.98
2020,12,3,0.0,16.06,40.98,1.46
2020,12,4,0.0,16.33,38.87,1.38
2020,12,5,0.0,16.21,38.4,1.53
2020,12,6,0.0,15.92,42.03,1.49
2020,12,7,0.0,15.44,41.21,1.88
2020,12,8,0.02,16.7,39.26,1.39
2020,12,9,0.11,16.86,43.97,1.55
2020,12,10,0.04,16.18,49.61,1.45
2020,12,11,0.34,15.73,47.6,1.44
2020,12,12,10.48,12.54,72.91,1.56
2020,12,13,0.01,11.27,60.47,1.21
2020,12,14,0.0,10.46,47.36,1.24
2020,12,15,0.0,9.89,43.19,1.32
2020,12,16,0.0,8.45,47.06,1.6
2020,12,17,0.0,8.33,38.97,1.58
2020,12,18,0.0,9.08,32.39,1.84
2020,12,19,0.0,9.82,29.89,1.91
2020,12,20,0.0,12.03,30.09,1.96
2020,12,21,0.0,12.29,36.82,1.42
2020,12,22,0.0,12.71,35.88,1.35
2020,12,23,0.0,12.3,34.25,1.42
2020,12,24,0.0,11.47,37.72,1.42
2020,12,25,0.0,11.2,37.99,1.63
2020,12,26,0.0,12.7,27.25,1.29
2020,12,27,4.01,11.43,37.05,2.27
2020,12,28,2.33,7.37,67.09,1.77
2020,12,29,0.0,8.27,50.71,1.3
2020,12,30,0.0,8.63,40.13,1.2
2020,12,31,0.0,11.47,29.55,1.32
2021,1,1,0.0,12.48,28.04,1.46
2021,1,2,2.28,11.99,48.35,1.83
2021,1,3,0.83,13.09,73.23,2.4
2021,1,4,0.26,14.17,68.63,2.11
2021,1,5,6.54,12.32,75.47,2.88
2021,1,6,10.32,12.58,73.06,1.6
2021,1,7,0.0,12.33,58.14,1.36
2021,1,8,0.0,12.34,52.39,1.51
2021,1,9,0.0,13.36,49.7,1.47
2021,1,10,0.0,12.86,49.45,1.35
2021,1,11,0.0,11.16,41.8,1.54
2021,1,12,0.0,10.34,42.96,1.96
2021,1,13,0.0,9.91,39.32,2.06
2021,1,14,0.0,11.03,38.63,1.53
2021,1,15,0.0,11.59,43.01,1.32
2021,1,16,0.0,12.16,37.19,1.64
2021,1,17,0.0,11.92,33.07,1.94
2021,1,18,0.0,12.7,37.57,1.56
2021,1,19,0.0,12.58,43.16,1.9
2021,1,20,0.0,11.36,44.97,2.3
2021,1,21,0.0,11.23,36.3,2.01
2021,1,22,0.0,11.84,34.08,1.51
2021,1,23,1.45,12.31,41.07,2.69
2021,1,24,0.25,10.49,53.86,1.54
2021,1,25,0.0,10.68,44.83,1.49
2021,1,26,0.0,10.65,37.7,1.38
2021,1,27,0.0,10.9,31.83,1.59
2021,1,28,0.0,10.69,31.57,1.36
2021,1,29,0.0,9.13,41.52,2.14
2021,1,30,0.0,9.53,40.78,2.15
2021,1,31,0.0,11.09,37.26,1.76
2021,2,1,0.0,12.29,36.49,1.97
2021,2,2,0.0,12.95,34.88,1.67
2021,2,3,1.65,12.72,42.98,2.19
2021,2,4,23.41,9.32,66.41,1.44
2021,2,5,1.17,8.75,65.14,1.24
2021,2,6,0.0,9.56,57.55,2.13
2021,2,7,0.0,11.67,44.92,1.97
2021,2,8,0.0,13.2,42.92,1.81
2021,2,9,0.0,14.49,44.78,1.9
2021,2,10,0.0,14.32,46.28,1.46
2021,2,11,0.0,15.06,47.13,1.6
2021,2,12,0.0,15.4,43.17,1.67
2021,2,13,0.0,15.78,46.24,1.29
2021,2,14,0.0,15.28,46.96,1.45
2021,2,15,0.0,15.38,40.66,1.61
2021,2,16,0.16,15.16,42.71,1.58
2021,2,17,0.1,14.97,45.72,1.59
2021,2,18,0.0,15.31,44.14,1.88
2021,2,19,0.0,14.62,48.38,1.9
2021,2,20,0.0,15.16,49.89,1.79
2021,2,21,0.0,15.57,48.49,2.17
2021,2,22,0.0,17.35,43.79,1.92
2021,2,23,0.21,18.49,39.19,1.73
2021,2,24,0.0,18.64,35.74,1.81
2021,2,25,0.0,18.8,37.5,2.05
2021,2,26,0.59,19.25,40.48,2.11
2021,2,27,4.78,18.75,49.85,1.9
2021,2,28,0.01,16.88,36.16,1.55
2021,3,1,0.0,15.49,34.68,2.02
2021,3,2,0.0,15.89,38.03,2.85
2021,3,3,0.0,17.94,32.92,2.16
2021,3,4,0.0,18.4,29.95,1.97
2021,3,5,0.0,18.09,33.12,2.79
2021,3,6,0.01,18.67,33.46,2.36
2021,3,7,2.88,18.95,46.02,3.62
2021,3,8,3.48,19.25,49.06,2.51
2021,3,9,0.0,20.61,38.35,1.62
2021,3,10,1.59,20.32,40.94,1.59
2021,3,11,0.01,20.52,35.03,1.53
2021,3,12,0.88,18.44,42.13,1.92
2021,3,13,0.3,19.88,41.42,2.03
2021,3,14,0.0,19.46,38.55,2.06
2021,3,15,0.0,19.3,39.43,2.13
2021,3,16,0.0,20.38,39.15,2.24
2021,3,17,0.0,21.13,37.05,2.03
2021,3,18,0.0,20.89,34.45,1.79
2021,3,19,0.0,21.36,33.1,2.0
2021,3,20,0.0,21.21,37.88,2.27
2021,3,21,0.81,22.09,36.44,1.9
2021,3,22,9.08,20.39,49.0,2.21
2021,3,23,5.98,18.84,50.29,1.82
2021,3,24,0.0,19.48,40.32,2.01
2021,3,25,0.0,18.29,41.64,2.45
2021,3,26,0.0,20.06,38.06,2.38
2021,3,27,0.0,22.46,37.0,2.2
2021,3,28,0.17,24.06,40.52,1.94
2021,3,29,0.56,24.33,34.07,2.26
2021,3,30,0.31,23.51,30.25,2.18
2021,3,31,0.0,21.51,25.68,3.23
2021,4,1,0.0,19.93,22.98,2.74
2021,4,2,0.0,19.8,19.16,2.39
2021,4,3,0.0,20.01,18.77,2.36
2021,4,4,0.0,21.02,21.05,2.49
2021,4,5,0.17,23.37,33.93,2.76
2021,4,6,2.37,22.18,43.03,2.67
2021,4,7,5.37,21.59,39.01,2.22
2021,4,8,0.0,21.16,29.88,2.14
2021,4,9,0.0,21.71,25.1,2.48
2021,4,10,0.0,22.49,25.94,2.43
2021,4,11,0.0,24.48,26.12,2.6
2021,4,12,0.0,25.02,29.45,2.45
2021,4,13,0.0,25.56,28.4,3.01
2021,4,14,0.0,26.57,31.47,2.92
2021,4,15,0.0,26.81,28.6,2.25
2021,4,16,2.2,25.23,31.78,2.52
2021,4,17,14.26,21.04,51.43,2.58
2021,4,18,1.05,21.97,45.01,1.97
2021,4,19,0.01,23.34,33.64,2.46
2021,4,20,4.3,20.12,36.9,2.19
2021,4,21,16.71,19.13,63.79,2.21
2021,4,22,6.31,20.09,53.08,1.89
2021,4,23,21.25,17.77,57.94,2.2
2021,4,24,0.03,20.65,38.59,2.21
2021,4,25,0.01,23.1,30.57,2.65
2021,4,26,0.0,25.53,28.43,2.44
2021,4,27,0.0,27.04,31.62,2.73
2021,4,28,0.0,28.03,31.77,2.44
2021,4,29,0.11,27.86,32.98,2.0
2021,4,30,0.41,27.73,35.58,1.95
2021,5,1,1.03,27.52,37.94,1.53
2021,5,2,4.79,26.94,41.44,1.41
2021,5,3,5.61,25.7,48.32,1.56
2021,5,4,4.57,26.62,43.7,1.66
2021,5,5,0.82,26.29,43.41,1.89
2021,5,6,4.98,26.19,43.55,1.22
2021,5,7,2.86,24.95,48.39,1.56
2021,5,8,0.32,25.62,43.88,1.64
2021,5,9,1.1,26.86,39.35,1.96
2021,5,10,1.93,26.84,39.04,1.11
2021,5,11,0.62,26.69,40.48,2.13
2021,5,12,5.31,26.62,41.54,1.72
2021,5,13,9.34,23.73,54.43,1.02
2021,5,14,0.03,24.49,45.13,1.74
2021,5,15,0.29,26.26,36.68,2.07
2021,5,16,0.0,27.01,34.85,2.16
2021,5,17,0.0,28.47,31.96,2.28
2021,5,18,0.26,27.51,35.1,1.95
2021,5,19,7.76,24.79,50.38,1.51
2021,5,20,5.51,24.92,51.38,2.18
2021,5,21,2.44,26.12,44.11,1.78
2021,5,22,0.0,26.82,37.3,2.05
2021,5,23,4.3,26.39,39.75,1.77
2021,5,24,1.54,25.8,38.38,3.39
2021,5,25,0.0,27.21,28.16,3.31
2021,5,26,0.0,29.29,23.51,2.0
2021,5,27,0.0,30.52,23.29,2.1
2021,5,28,0.78,30.03,27.32,1.9
2021,5,29,7.17,28.95,46.1,2.29
2021,5,30,5.3,28.22,53.39,1.87
2021,5,31,5.11,29.81,43.34,1.6
2021,6,1,14.69,26.85,48.93,1.73
2021,6,2,3.65,26.49,48.4,1.57
2021,6,3,0.71,27.03,47.18,1.73
2021,6,4,1.6,28.23,43.95,1.67
2021,6,5,3.16,28.28,46.05,1.75
2021,6,6,1.96,28.91,44.48,1.73
2021,6,7,0.29,29.06,51.24,2.31
2021,6,8,0.0,31.77,41.82,2.84
2021,6,9,0.69,33.17,39.45,2.11
2021,6,10,7.35,31.32,50.0,1.92
2021,6,11,6.85,29.67,57.24,1.71
2021,6,12,22.56,28.4,64.62,1.76
2021,6,13,1.65,28.01,58.45,2.04
2021,6,14,1.68,28.8,48.02,1.72
2021,6,15,2.46,28.66,47.55,1.99
2021,6,16,32.02,24.76,69.94,1.8
2021,6,17,2.93,27.08,59.84,1.24
2021,6,18,7.18,27.36,58.12,1.33
